ime,datum 
Auguste Marchais,
Panayotis Epitropoulos,28.05.1938
Svetlana Masterkova,01.01.1968
Mary Joy Tabal,13.07.1989
Andrzej Siennicki,
Zdzislaw Smolinski,07.12.1942
Mina Ait Hammou,18.07.1978
Gurmeet Singh,01.07.1985
Noboru Ishiguro,02.08.1932
Piotr Sobotta,12.11.1940
Marie Louise Muller,09.06.1927
Daniel Ahearne,02.04.1888
Gert Thys,12.11.1971
Dzmitry Sivakou,15.02.1983
Santiago Lorenzo,04.05.1978
Petra Vaidianu,24.08.1965
Peninah Arusei,23.02.1979
Earl Bell,25.08.1955
Miroslav Vindis,08.11.1963
Roman Razbeyko,09.03.1973
Guadaloupe Loma,12.12.1967
Kanika Beckles,03.10.1991
Louis J Sebert,
Ralph Spearow,03.10.1895
Ralf Salzmann,06.02.1955
Maureen Jelagat Maiyo,28.05.1985
Abderrahim Benredouane,02.03.1966
Ronnie Holassie,29.07.1971
Kia Davis,23.05.1976
Juraj Bencik,15.02.1945
Sergey Senyukov,27.01.1955
Maria Cypriano,
Ulla Flegel,22.10.1939
Paul Albert Collins,22.07.1926
Yukifumi Murakami,23.12.1979
Kutre Dulecha,22.08.1977
Ron Freeman,12.06.1947
Bilal Saad Mubarak,18.12.1972
Christian Kreienbuhl,06.06.1981
Yuliya Tarasova,13.03.1986
Kame Ali,21.05.1985
Daniela Yordanova,08.03.1976
Doroteo Flores,11.02.1922
Romain Barras,01.08.1980
Hagos Gebrhiwet,11.05.1994
Julien F Van Campenhout,01.01.1899
Zeno Dragomir,27.06.1923
Annette Sergent,17.11.1962
Konstantin Vorobyev,30.10.1930
Paulo Catarino,
Andrey Shevchuk,08.03.1970
Elaine Thompson,28.06.1992
Alyn Camara,31.03.1989
Wolfgang Schillkowski,03.07.1942
Max Wehrli,28.04.1930
Gabriela Medina,03.03.1985
Jacques Pani,21.05.1946
Russell Hodge,09.09.1939
Danny D Souza,14.11.1987
Antonio Pinto,22.03.1966
Konstantinos Georgakopoulos,14.07.1963
Lina Grincikaite,03.05.1987
Amy Atkinson,05.08.1989
Folke Jansson,23.04.1897
Cynthia Bernice Robinson,28.02.1927
Richard Nerurkar,06.01.1964
Niki Palli,28.05.1987
Antonio Corgos Cervantes,10.03.1960
Scott Russell,16.01.1979
Osvaldo Morejon,11.12.1959
Ronald Pognon,16.11.1982
Ljudmila Matveeva,01.02.1957
Marco Cribari,07.07.1985
Aleksandr Grebennyuk,22.05.1951
Helmut Janz,11.04.1934
Heli Koivula,27.06.1975
Takayo Kondo,17.11.1975
Svetlana Bolshakova,14.10.1984
Lyudmila Kolchanova,01.10.1979
Rolland Lee Romero,21.08.1914
Viola Myers,30.11.1927
L Binda,
Nitendra Singh,29.09.1986
Helge Perala,03.06.1915
Prince Mumba,28.09.1984
Karl Ferdinand Ritter Von Halt,02.06.1891
Michael Herrera 1,05.06.1985
Jean Gerault,30.11.1903
Jean Marie Neff,29.09.1961
Gabriel Hernandez 1,19.11.1949
Petr Frydrych,13.01.1988
Konstantin Volkov,28.02.1960
Mohammed Mourhit,10.10.1970
John Winter,03.12.1924
Mariya Itkina,03.02.1932
Hrystyna Stuy,03.02.1988
Devon Allen,12.12.1994
Jorg Freimuth,10.09.1961
Tetyana Tereshchuk,11.10.1969
Horia Toboc,07.02.1955
Eunhee Chae,20.07.1982
James Mac Eachern,02.06.1881
Iva Prandzheva,15.02.1972
Carol Rodriguez,26.12.1985
Nello Bartolini,13.06.1904
Anatoli Sukharkov,10.02.1938
Nataliya Pohrebnyak,19.02.1988
Kavita Tungar,05.05.1985
Hais Welday,24.10.1989
Giuseppe Gobbato,28.05.1904
Eva Ileana Zorgo Raduly,23.10.1954
Cydonie Mothersill,19.03.1978
El Hassan Elabbassi,13.04.1984
Rui Da Silva,05.09.1951
Arthur Franklin Walker Jr,09.09.1941
Edgar Donald Mountain,02.04.1901
Craig Kinsley,19.01.1989
Alexis Elizalde,19.09.1967
Reda Abdenouz,29.12.1968
Andretti Bain,01.12.1985
Gosta Grandin,10.10.1908
Hadi Soua An Al Somaily,30.12.1976
Kaingaue David,20.03.1995
Paulo Villar,28.07.1978
Jose Leonardo Montana,21.03.1992
Thomas Campbell,
Rita Gildemeister,06.03.1947
Herbert Arthur Johnston,16.04.1902
Sandra Johnson,
Reszo Ujlaky,13.01.1892
Timothy Mack,15.09.1972
Enrico Sgrulletti,24.04.1965
Marian Sutton,07.10.1963
Eric Svensson,10.09.1903
Lewis Sheldon,09.06.1874
Heinz Ulzheimer,27.12.1925
Marian Kolasa,12.08.1959
Ambesse Tolosa,03.09.1977
Olga Vasdeki,26.09.1973
Singh Singh 1,21.06.1950
Mohamed Salmi,
Eric Robert J Hussey,26.04.1885
Leila Luik,14.10.1985
Jason Tunks,07.05.1975
Ronald Howard Whitney,05.10.1942
Axel Jensen,17.09.1899
Andre De Grasse,10.11.1994
Vasili Rudenkov,03.05.1931
Louise Hazel,06.10.1985
Vyacheslav Muravyev,14.07.1982
Shoryu Nan,23.11.1912
Coolboy Ngamole,21.06.1977
Trevorvano Mackey,05.01.1992
Clarence Oldfield,27.11.1899
David Story Caldwell,27.04.1891
Lothar Beckert,26.07.1931
Stylianos Kyriakidis 1,04.05.1910
Predrag Filipovic,05.10.1978
Laura Muir,09.05.1993
Karoline Bjerkeli Grovdal,14.06.1990
Chien Ho Hsieh,25.11.1987
Mohammed Ahmed,05.01.1991
Aleksei Demianiuk,30.07.1958
Abdelaziz Merzougui,30.08.1991
Olga Mikhaylovna Tsander,18.05.1976
Simeon Toribio,03.09.1905
Jamie Nieto,02.11.1976
Beatrice Faumuina,23.10.1974
Vera Nikolic,23.09.1948
Kelly Ann Baptiste,14.10.1986
Saruba Colley,05.02.1989
Maria Kucserka,13.12.1951
Vanessa Vandy,14.05.1989
Raymond Swan,07.12.1938
Abel Nkhoma,30.11.1950
Nick Symmonds,30.12.1983
Barbara Parker,08.11.1982
Wilhelm Rothmayer,18.12.1910
Oleksandr Dryhol,25.04.1966
Pavel Kazankov,30.11.1925
Ana Veronica Rodean,23.06.1984
Kjell Isaksson,28.02.1948
Fabrizio Donato,14.08.1976
Salim Sdiri,26.10.1978
Nary Ly,06.06.1972
Oleg Tverdokhleb,03.11.1969
Ricardo Pueyo Ministral,01.10.1967
Sandra Ruales,30.05.1974
Anier Garcia,09.03.1976
Robin Tait,14.04.1940
Susumu Takano,21.05.1961
Paul William Evans,13.04.1961
Ahmed Salih,01.01.1966
Gregg Tafralis,09.04.1958
Alajos Szokolyi,19.06.1871
Yelena Konevtseva,11.03.1981
Mariusz Klimczyk,16.09.1956
Amanuel Mesel,29.12.1990
George Young,24.07.1937
Priscah Jeptoo,26.06.1984
Katerina Cachova,26.02.1990
Ingemar Kurt Jernberg,28.11.1950
Miguel Navarro Palos,21.11.1929
Julie White,01.06.1960
Nathalie De Vos,09.12.1982
Erich Momberger,06.08.1968
Halimah Nakaayi,16.10.1994
Jorge Paula,08.10.1984
Oxana Juravel,23.02.1986
Roberto Buccione,08.08.1951
Krisnaba Hadur Basnyat,30.11.1960
Edouard Fabre,21.08.1889
Charles Kenneth Smith,12.03.1949
Valeri Kachanov,12.07.1954
Ayako Kimura,11.06.1988
Abdullah Al Sooli,20.01.1983
Max Edwin Truex,04.11.1935
Luis Barbosa,21.01.1953
Norbert Brige,09.01.1969
Thi Viet Anh Duong,30.12.1990
Ximena Restrepo,10.03.1969
Vintila Critescu,
Vittorio Visini,25.05.1945
Jean Paul Esparbes,30.11.1899
Rafal Fedaczynski,03.12.1980
Anja Scherl,12.04.1986
Brian Mccabe,09.01.1914
Harry Thomas Worthington,25.12.1892
Christian Valetudie,27.05.1952
Tia Brooks,02.08.1990
Fatmata Fofanah,10.06.1985
Dave Johnson,07.04.1963
Henri H Landheer,
Istvan Rozsavolgyi,30.03.1929
Ehsan Hadadi,20.01.1985
Sandra Tavares,29.05.1982
Grace Upshaw,25.09.1975
Claudia Coslovich,26.04.1972
Ivanique Kemp,11.06.1991
Einar R Der,
Anelia Nuneva,30.06.1962
Kutre Dulecha 1,22.08.1978
Jiri Malysa,14.08.1966
Domingo Tibaduiza,22.01.1949
Yanina Karolchik,26.12.1976
Genzeb Shumi,29.01.1991
Michael John Bullivant,01.03.1934
Joachim Truppel,24.03.1951
Con O Callaghan,
Beki Lee,25.11.1986
Karl Erik Israelsson,23.08.1920
Adalberto Cardoso,
Rene Charriere,30.07.1923
Trevor Barry,14.06.1983
Spiridon Lebesis,30.05.1987
Khushbir Kaur,09.07.1993
Bertha Sanchez,04.11.1978
George Saling,24.07.1909
Zdzislaw Szlapkin,18.01.1961
Barbara Friedrich,18.01.1949
Mohamad Siraj Tamim,02.01.1985
Tanya Holliday,21.09.1988
Johan Nystrom,
Ireneusz Golda,23.01.1955
Kennedy,18.08.1970
John Nockerson Watters,29.07.1903
Anastasiya Svechnikova,20.09.1992
Juan Zeledon,30.12.1985
Ali Ben Labidi,19.04.1923
Leonard Essau Korir,10.12.1986
Alois Buchel,16.04.1941
Robert Rankine,06.01.1909
Eric Ny,15.10.1908
Gebregziabher Gebremariam,12.10.1984
Luis Alberto Marco,20.08.1986
Fanie Du Plessis,23.02.1930
Malgorzata Sobanska,25.04.1969
Olga Ryabinkina,24.09.1976
April Steiner Bennett,22.04.1980
Talan Omar Abdillahi,12.05.1967
Moriyasu Mizukami,06.10.1947
Valter Ever,06.11.1902
Yousaf Muhammad,10.01.1938
Shuhei Nishida,21.05.1910
Jane Vongvorachoti,07.01.1984
Luis Antonio Raudales,21.05.1956
Darya Klishina,15.01.1991
Carl Nicanor Andersson,03.01.1877
Mika Yoshikawa,16.09.1984
Amelia Piccinini,17.01.1917
Alfred Dompert,23.12.1914
Andrew Carter,29.01.1949
Yuliya Balykina,12.04.1984
Tereza Master,21.09.1988
Loris Paoluzzi,14.05.1974
Gabriela Trana,03.03.1980
Joseph Nzau,14.04.1952
Lavonne Idlette,31.10.1985
Joanna Aleksandra Piwowarska,04.11.1983
Christoph Herle,19.11.1955
Svetla Pishtikova,27.01.1970
Nicole Sifuentes,30.06.1986
Andrea Longo 1,26.06.1975
Miguel Angel Prieto Adanero,20.09.1964
Franz Tuschek,27.03.1899
Brian Wellman,08.09.1967
James Carter 1,07.05.1978
Carlos Retiz,05.11.1961
Audrey Reid,25.03.1952
George Underwood,30.11.1883
Malaika Mihambo,03.02.1994
Oleksandr Pyatnytsya,14.07.1985
Hugues Frayer,31.01.1923
Viktor Kravchenko,25.05.1941
David J Kneeland,
Ava Hutchinson,30.03.1983
John J Cuthbert,01.01.1894
Stuart Poulter,
Roman Hraban,28.06.1962
Brenda Flores,04.09.1991
Hugh Frank Maguire,01.07.1887
Anastasiya Zhuravleva,09.10.1981
Frank Close,23.04.1913
Juan Bascunan,
Bakombo Kungu,07.08.1962
Masato Yokota,19.11.1987
Jukka Olavi Toivola,07.09.1949
Olle Aberg,24.01.1925
Ivan Pedroso,17.12.1972
Herbert Schade,26.05.1922
Jean Strunc,17.06.1911
Sebastian Chmara,22.11.1971
Emile Binet,27.01.1908
Kimmo Kinnunen,31.03.1968
Alonso Edward,08.12.1989
Regan Lamble,14.10.1991
Mirela Dulgheru,05.10.1966
Csongor Oltean,08.04.1984
Gerry Moro,17.04.1943
David L Romansky,08.04.1938
Ivanka Petrova,03.02.1951
Caleb Mwangangi Ndiku,09.10.1992
Ludwig Uetwiller,
Dawid Tomala,27.08.1989
Lucie Pelantova,07.05.1986
Jadwiga Klimaj Kowalczuk,06.10.1931
Knut Boro,28.09.1948
Barry Williams,05.03.1947
Naoki Tsukahara,10.05.1985
Ronald Macdonald,
Betsy Saina,30.06.1988
Graham Hood,02.04.1972
Pavel Andreyev,01.01.1944
Serhiy Smelyk,19.04.1987
Yuping Dong,01.03.1963
Anna Fitidou,22.04.1977
Bogdan Tudor,01.02.1970
Doris Gluth,19.12.1955
Rajendra Bahadur Bhandari,14.11.1975
Arnie Robinson,07.04.1948
Xinyue Su,08.11.1991
Paul Angenvoorth,10.08.1945
Jarrion Lawson,06.05.1994
William Samuel Steele,14.07.1923
Zach Ziemek,23.02.1993
Eunice Jepkoech Sum,10.04.1988
Carlos Jorge,24.09.1985
Menuka Rawat,30.11.1971
Jakob Jutz,
Hanna Titimets,05.03.1989
Dave Albritton,13.04.1913
Marielis Sanchez,30.12.1988
John C Miles,30.10.1905
Kenneth Maurice Churchill,20.10.1911
Maria Guida,23.01.1966
Vera Barbosa,13.01.1989
Martti Marttelin,18.06.1897
Jong Chol Kim,30.03.1972
Stanley Rowley,11.09.1876
Max Gebhardt,27.02.1904
Erma Gene Evans,25.01.1984
Mayada Sayyad,26.10.1992
Assou Ben El Ghazi,30.11.1937
Angel David Rodriguez,25.04.1980
Karol Hoffmann 1,01.06.1989
Kriemhild Hausmann,08.09.1934
Yadviga Putiniene,30.12.1945
Jonathan Edwards 1,10.05.1966
Toru Terasawa,04.01.1935
Eduard Villanueva,29.12.1984
Natalya Fokina Semenova,07.07.1982
Rodica Mateescu,13.03.1971
Sidsel Grottenberg,17.08.1956
Alastair Mccorquodale,05.12.1925
Francis Irvine,
Brian Oldfield,01.06.1945
Olga Andrianova,12.06.1949
Kimball Peter Reynierse,10.01.1961
Hiskel Tewelde,15.09.1986
Rudolfo Gomez,09.08.1946
Laura Turner,12.08.1982
Patricia Jones,16.10.1930
Albert Tyler,04.01.1872
Yelena Kashcheyeva,17.02.1973
Emmanuel Mpioh,24.05.1952
Athanassios Skaltsogiannis,
Guido Jekals,01.01.1904
Edivaldo Monteiro,28.04.1976
Tit Linda Sou,21.08.1989
Albin Lermusiaux,09.04.1874
Henrik Ingebrigtsen,24.02.1991
Gerarda Maria Kraan,30.07.1933
Moa Hjelmer,19.06.1990
Adrienne Power,11.12.1981
Alvaro Mejia Flores,15.05.1940
Mikhail Zhelev,15.07.1943
Doreen Amata,06.05.1988
Jeffrey Granville Bannister,30.08.1945
Klaus Wolfermann,31.03.1946
Sang Hoon Lee,30.09.1938
Antonina Okorokova,27.03.1941
Valerie Adams,06.10.1984
Tatyana Motkova,23.11.1968
Lillian Board,13.12.1948
Armando Herrera Leal,25.05.1955
Mark Naylor,10.09.1957
Alphonse Rene Van Den Rydt,30.11.1926
Karoline Lina Radke,08.10.1903
Tigist Tufa,26.01.1987
Heidemarie Wycisk,02.02.1949
William Neufeld,28.02.1901
Krishna Poonia,05.05.1982
Grit Sadeiko,29.07.1989
Arthur Percy Spark,04.06.1894
Erik Gyllenstolpe,
Toshinari Suwa,29.01.1977
Ibrahim Ismail S Faraj,10.05.1972
Ayanna Alexander,20.07.1982
Jianguo Zhao,19.01.1988
Marthe Koala,08.03.1994
Antoni Bernado,09.12.1966
Cathy Sulinski,03.04.1958
Jussi Utriainen,28.11.1978
Tereza Marinova,05.09.1977
Michael Corden,
Collis Birmingham,27.12.1984
Betty Cuthbert,20.04.1938
Silvia Rieger,14.11.1970
Megumi Sato,13.09.1966
Aleksandra Kotlyarova,10.10.1988
Wolfgang Kolmsee,25.09.1954
Yuri Iliasov,30.11.1925
Peter Nowill,15.06.1979
Reina Flor Okori,02.05.1980
Edgar Cortez,08.10.1989
Martin St Pierre,04.03.1972
Jayson Jones,15.08.1977
Stefan Niklaus,17.04.1958
Gennadi Avdeenko,04.11.1963
Claudio Escauriza,03.05.1958
David Culbert,17.03.1967
Sergey Alay,11.06.1965
Andrey Silnov,09.09.1984
Jaroslav Sourek,07.09.1927
Christopher Thompson,17.04.1981
Teresa Nowak,29.04.1942
Chioma Ajunwa,25.12.1971
Patrick El Mabrouk,30.10.1928
Carlo Lievore,10.11.1937
Alex Quinonez,11.08.1989
Reinhard Theimer,28.02.1948
Michael Aguilar,04.09.1979
Safiya Kabanova,29.05.1970
Inge Helten,31.12.1950
Raul Duany,04.01.1975
Ivan Lonnberg,
Frank Irons,23.03.1886
Mariya Savinova,13.08.1985
Xin Yu,23.02.1977
H Wolkmar,
Alison Inverarity,12.08.1970
Kineke Alexander,21.02.1986
Jan Ornoch,30.05.1952
Yevgeni Lyungin,08.08.1938
Martin William Liquori,11.09.1949
Paul Winter,06.02.1906
Ricardo Ramos,05.12.1985
Grete Andersen,01.10.1953
Annsert Whyte,04.10.1987
Michael Fray,03.09.1947
Dagmar Kasling,15.02.1947
Amjad Tawalbeh,03.01.1965
Luis Felipe Areta Samperiz,28.03.1942
Sergey Shubenkov,04.10.1990
Takayoshi Yoshioka,02.06.1909
Marcela Britos,26.02.1985
Sultan Mubarak Al Dawoodi,16.06.1977
Anne Hare,07.06.1964
Vasilios Xydas,
Irina Rodrigues,05.02.1991
Ellina Zvereva,16.11.1960
Alonzo Babers,30.10.1961
Sileshi Sihine,29.09.1983
Mikhail Khmelnitskiy,24.07.1969
Irina Solontsova,09.02.1937
Heike Hartwig,30.12.1962
Hideo Tanaka,02.09.1909
Dawit Seyaum,27.07.1996
Mark Croghan,08.01.1968
Ian Richards,12.04.1948
Alice Schmidt,03.10.1981
C Robert Olsson,14.03.1883
Hassine Belkhodja,26.01.1939
Peter Selzer,25.06.1946
Robert Garrett,24.06.1875
Richard Donald Sloan,10.11.1946
Margarito Pomposo Banos,
Paul Emordi,25.12.1965
Martial Mbandjock,14.10.1985
Frank Charles Shorter,31.10.1947
Ernest Ndjissipou,24.09.1972
Frederick Thomas Lord,11.02.1879
Walter Pektor,20.09.1945
Samuel Francis,27.03.1987
Urszula Kielan,10.10.1960
Antigoni Drisbioti,21.03.1984
Rachid Chouhal,14.02.1975
Aliaksandr Liakhovich,04.07.1989
Ludomir Nitkowski,
S Benardis,30.11.1906
Ena Guevara,07.02.1959
Olivier Irabaruta 1,25.08.1997
Gerald Paul Lindgren,09.03.1946
Brian E Stanton,19.02.1961
Yan Meng,30.09.1980
Jmaal Alexander,26.10.1993
Ingrid Lotz,11.03.1934
Vadims Vasilevskis,05.01.1982
Ivana Rozhman,14.07.1989
Nikolay Sokolov,28.08.1930
Kiue Kuribayashi,15.05.1934
Zoltan Speidl,18.03.1880
Yelena Romanova,20.03.1963
Spyridon Belokas,
Ebrahim Rahimian,29.06.1981
Hans Helmut Krause,30.11.1904
Gustav Weinkotz,17.12.1912
Michael Lindsay,02.11.1938
Evgeni Ignatov,25.06.1959
Nobuyoshi Sadanaga,07.02.1929
David Gillick,09.07.1983
Rudolf Morgenthaler,22.03.1926
Bradley Mcstravick,25.05.1956
Dorota Gruca,05.12.1970
Sergio Ottolina,23.11.1942
Tsegay Kebede,15.01.1987
Azneem Ahmed,01.01.1989
Tianhua Zhou,10.04.1966
Tricia Flores,29.12.1979
Nancy Tinari,13.06.1959
Kjell Erik Stahl,17.02.1946
Alexander Vieweg,26.06.1986
Natalya Sazanovich,15.08.1973
Yuriy Krymarenko,11.08.1983
Domingo Ramon Menargues,10.03.1958
John Cooper,18.12.1940
Ezequiel Bitok,15.01.1966
Ernest Edmond Bedford May,14.09.1878
Artur Meleshkevich,11.04.1975
Lilia Fisikowici,29.03.1989
Rabiou Guero Gao,01.02.1988
Joanne Fenn,19.10.1974
Anisya Kirdyapkina,23.10.1989
Carole Kaboud Mebam,11.07.1978
Heinz Mayr,20.10.1935
Henry Gibson,31.03.1914
Tilak Ram Tharu,10.04.1993
Valentin Kononen,07.03.1969
Tunde Szabo 1,08.02.1989
Anton Huvsari,10.07.1898
Nancy Ditz,25.06.1964
Matthew O Dowd,15.04.1976
Dietmar Meisch,10.02.1959
Jean Vaillant,23.04.1932
Antonin Zalsky,07.08.1980
Peter Sack,27.07.1979
Rustam Kuvatov,09.11.1977
Majken Aberg,13.05.1920
Soslan Tsirikhov,24.11.1984
Istvan Somodi,22.08.1885
Karl Galle,05.10.1872
Mieczyslaw Rutyna,29.05.1931
Joseph Organ,
Astrid Kumbernuss,05.02.1970
Urszula Figwer,25.04.1931
Rita Ramanauskaite,22.02.1970
Yelena Isinbaeva,03.06.1982
Pieter De Villiers,13.07.1982
Frederick Lorz,30.11.1879
Erik Kugelberg,09.03.1891
Sabine John,16.10.1957
Valentyna Horpynych Zhudina,12.03.1983
Jean Paul Villain,01.11.1946
Robbie Brightwell,27.10.1939
Fumio Imamura,05.11.1966
Arthur Scholes,
Nathan Deakes,17.08.1977
Bengt Persson Widmark,31.10.1939
Nina Ziuskova,03.05.1952
Ivan Wardener,01.12.1889
Surat Singh Matur,22.08.1930
Jose Reynaldo Bencosme De Leon,16.05.1992
Denis Trautmann,15.08.1972
Sandor Laszlo,30.11.1924
Amelie Perrin,30.03.1980
Maria Oberbreyer Trosch,22.11.1921
Evelis Aguilar,03.01.1993
Mathias Ntawulikura,14.07.1964
Eino Rastas,17.07.1894
Derek Clayton,17.11.1942
Jean Michel Charbonnel,25.04.1952
Robert Bertie Harris,01.01.1884
Yucheng Han,16.12.1978
Erika Chavez,04.06.1990
Driss Maazouzi,20.10.1969
Hans Oldag,30.11.1900
Maria Andrejczyk,09.03.1996
Lenka Masna,22.04.1985
Haifeng Qi,07.08.1983
Norberto Tellez,22.01.1972
Wendy Cornejo,07.01.1993
Maribel Goncalves,01.04.1978
Henry Carr,27.11.1942
Jesse De Lima,17.02.1981
Sergei Demin,18.12.1943
Henry Eriksson,23.01.1920
Ugis Bruvelis,28.06.1971
Antero Kivi,15.04.1904
Ella Kovacs,11.12.1964
Frederick Alsop,20.10.1938
Gisela Mauermayer,24.11.1913
Kensuke Takezawa,11.10.1986
Luis Neto,
Pascal Thiebault,06.06.1959
Yerenman Salazar,24.10.1978
Marisa De Aniceto,11.11.1986
Madeleine Pape,24.02.1984
Margarita Turova,28.12.1980
Hanane Ouhaddou,01.01.1982
Kenth Eldebrink,14.05.1955
Rene Josset,30.11.1909
Ravil Kashapov,15.11.1956
Chauncy Master,02.06.1985
Trevell Quinley,16.01.1983
Jung Ok Kim,20.01.1973
Helle Aro,09.12.1960
Maria Diaconescu,16.11.1937
Daniela Carlan,18.09.1980
Noah Akwu,23.09.1990
Knut Fredriksson,03.03.1930
Julio F Quevedo Elias,17.10.1939
Eliza Mccartney,11.12.1996
Lazar Lovasz,24.05.1942
Jan De Vries,02.03.1896
Roswitha Gerdes,28.06.1961
Vyacheslav Voronin,05.04.1974
Frank Nelson,22.05.1887
Milena Milasevic,11.02.1984
Ioannis Loungitsas,
Anthony Chemut,17.12.1992
Tonje Angelsen,17.01.1990
Raunak Singh Gill,20.02.1910
Radoslava Mavrodieva,13.03.1987
Carlota Castrejana,25.04.1973
Gertruda Kilosowna,30.11.1912
Evert Kamerbeek,17.03.1934
Maoulida Daroueche,07.02.1990
Lawrence Peu,13.02.1966
Konstadinos Stefanopoulos,11.07.1984
Felix Carvajal,18.03.1875
Paul Riesen,01.10.1906
Eric Lemming,22.02.1880
Oprando Bottura,25.01.1896
Taisiya Chenchik,30.01.1936
Kari Karlsen,
Kirsten Melkevik Otterbu,29.05.1970
Pierre Mazille,
Ville Porhola,24.12.1897
Burkhard Leuschke,27.04.1940
Guillaume Tell,08.07.1902
Peter Emelieze,19.04.1988
Romuald Klim,25.05.1933
Hendrik Wessel,
Luca Toso,15.02.1964
Dominique Chauvelier,03.08.1956
Jairo Cubillos Ramirez,20.08.1954
Anisoara Cusmir Stanciu,28.06.1962
Paul De Bruyn,07.10.1907
Dafne Schippers,15.06.1992
Naroa Agirre,15.05.1979
Teresa Zuniga Dominguez,28.12.1964
Thore Blom 1,
Terje Pedersen,09.02.1943
Ossian Skiold,22.06.1889
William J Churchill,01.01.1886
Morgan Uceny,10.03.1985
Frederick Heckwolf,
Vebjorn Rodal,16.09.1972
Erik P Andersson,26.12.1921
Elmar Reimann,02.01.1893
Abel Chimukoko,29.09.1972
Kathryn Mitchell,10.07.1982
Aristidis Karageorgos,27.07.1951
Una L Morris,17.01.1947
Chaohong Yu,03.11.1975
Rune Nilsen,15.09.1923
Domingas Togna,14.06.1981
Denis Severus Johansson,09.09.1928
David Hemery,18.07.1944
Samuel Tsegay,24.02.1988
Narcis Stefan Mihaila,04.08.1987
Rosario Martinez Blandin,08.04.1948
Thomas Wallstab,29.01.1968
Gordon Dickson,11.09.1939
Martin Broomall Biles,30.03.1919
Evgeniya Polyakova,29.05.1983
Markus Esser,03.02.1980
Martin Kupper,31.05.1989
Francesco Ruggero,
Paul Vincent Nihill,05.09.1939
Vitaliy Anichkin,11.11.1988
Salvador Alanis,
Vasile Bichea,18.11.1950
Terence Lynn Porter,21.05.1952
Maurice Peiren,28.12.1937
Joachim Kirst,21.05.1947
Huihui Lu,26.06.1989
Mats Erixon,19.03.1958
Nedo Farcic,12.10.1941
Markus Munch,13.06.1986
Pedro Isidro,17.07.1985
